concept	intro_text	word_count
Peremptory_norm	"A peremptory norm (also called jus cogens) is a fundamental principle of international law that is accepted by the international community of states as a norm from which no derogation is permitted.
There is no universal agreement regarding precisely which norms are jus cogens nor how a norm reaches that status, but it is generally accepted that jus cogens bans genocide, maritime piracy, enslaving in general (i.e. slavery as well as slave trade), wars of aggression and territorial aggrandizement, torture, and refoulement.  The latter two are evolving and controversial as they rest mainly on the definition of torture in regards to criminal sentencing. If sentencing is not cruel, inhuman or degrading but arbitrary or disproportionate convictions are imposed then a state's refoulement – where limited to the returning of unsubstantiated asylum claimants – may still be lawfully conducted to many such countries which are juridically developing, such as those lacking a clear separation of powers, with a relatively heightened risk of political persecution and reports of unfair trials.

"	168
Physical_proximity_doctrine	"The physical proximity doctrine is a standard in criminal law for distinguishing between preparation and attempt.: 683  ""Physical"" refers to the physical element of a criminal act (actus reus), as distinguished from the mental element of a guilty mind (mens rea). When a person makes preparation to commit a crime, and one of the preparatory acts is close or proximate to the completed crime, the preparation is considered to have merged into being an actual attempt.: 683  The standard is not a clear bright line standard.: 683  The closer the preparatory act is to the completed crime, the stronger the case for calling it an attempt.: 683  The determination as to whether the standard has been met is a matter for the jury to determine.

"	125
Plain_meaning_rule	"The plain meaning rule, also known as the literal rule, is one of three rules of statutory construction traditionally applied by English courts. The other two are the ""mischief rule"" and the ""golden rule"".
The plain meaning rule dictates that statutes are to be interpreted using the ordinary meaning of the language of the statute.  In other words, a statute is to be read word for word and is to be interpreted according to the ordinary meaning of the language, unless a statute explicitly defines some of its terms otherwise or unless the result would be cruel or absurd.  Ordinary words are given their ordinary meaning, technical terms are given their technical meaning, and local, cultural terms are recognized as applicable. The plain meaning rule is the mechanism that prevents courts from taking sides in legislative or political issues.  Additionally, it is the mechanism that underlies textualism and, to a certain extent, originalism."	153
Preparation_and_attempt	"Preparation and attempt are related, but different standards in criminal law.: 681–4 An attempt to commit an unconsummated crime is viewed as having the same gravity as if the crime had occurred. But preparation that falls short of an actual attempt is not, although it may be punishable in some other way.
Courts have not been able to draw a clear bright line as to when acts committed in preparation for a crime are actually an attempt to commit the crime.
Some approaches, summarized in the case of United States v. Mandujano, include the physical proximity doctrine, the dangerous proximity doctrine, the indispensable element test, the probable desistance test, the abnormal step approach, and the uneqivocality test.
The Model Penal Code approach requires a substantial step, in addition to having a criminal purpose.

"	133
Presumption	"In law, a presumption is an ""inference of a particular fact"". There are two types of presumptions: rebuttable presumptions and irrebuttable (or conclusive) presumptions.: 25  A rebuttable presumption will either shift the burden of production (requiring the disadvantaged party to produce some evidence to the contrary) or the burden of proof (requiring the disadvantaged party to show the presumption is wrong); in short, a fact finder can reject a rebuttable presumption based on other evidence.: 87  Conversely, a conclusive/irrebuttable presumption cannot be challenged by contradictory facts or evidence.: 87–88   Sometimes, a presumption must be triggered by a predicate fact—that is, the fact must be found before the presumption applies.: 1321–22 "	110
Presumption_(Catholic_canon_law)	"Presumption in the canon law of the Catholic Church is a term signifying a reasonable conjecture concerning something doubtful, drawn from arguments and appearances, which by the force of circumstances can be accepted as a proof. It is on this presumption our common adage is based: ""Possession is nine points of the law"". Presumption has its place in canon law only when positive proofs are wanting, and yet the formulation of some judgment is necessary. It is never in itself an absolute proof, as it only presumes that something is true. Canonists divide presumption into:
presumption of law (juris), or that which is deduced from some legal precept or authority expressed in law or based upon precedents or similarities, and
presumption of a judge or man (judicis or hominis), when the law is silent on the subject and an opinion must be formed according to the way that circumstances and indications would affect a prudent man or judge.

"	158
Presumption_of_innocence	"The presumption of innocence is a legal principle that every person accused of any crime is considered innocent until proven guilty. Under the presumption of innocence, the legal burden of proof is thus on the prosecution, which must present compelling evidence to the trier of fact (a judge or a jury).  If the prosecution does not prove the charges true, then the person is acquitted of the charges. The prosecution must in most cases prove that the accused is guilty beyond a reasonable doubt. If reasonable doubt remains, the accused must be acquitted.  The opposite system is a presumption of guilt.
In many countries and under many legal systems, including common law and civil law systems (not to be confused with the other kind of civil law, which deals with non-criminal legal issues), the presumption of innocence is a legal right of the accused in a criminal trial.  It is also an international human right under the UN's Universal Declaration of Human Rights, Article 11.

"	165
Principle_of_legality_in_French_criminal_law	"The principle of legality in French criminal law holds that no one may be convicted of a criminal offense unless a previously published legal text sets out in clear and precise wording out the constituent elements of the offense and the penalty which applies to it.
(Latin:Nullum crimen, nulla pœna sine lege, in other words, ""no crime, no penalty, without a law"").The principle of legality (French: principe de légalité) is one of the most fundamental principles of French criminal law, and goes back to the Penal Code of 1791 adopted during the French Revolution, and before that, was developed by Italian criminologist Cesare Beccaria and by Montesquieu. The principle has its origins in the 1789 Declaration of the Rights of Man and of the Citizen, which endows it with constitutional force and limits the conditions in which citizens may be punished for infractions.

"	143
Privity_of_contract	"The doctrine of privity of contract is a common law principle which provides that a contract cannot confer rights or impose obligations upon anyone who is not a party to that contract. It is related to, but distinct from, the doctrine of consideration, according to which a promise is legally enforceable only if valid consideration has been provided for it, and a plaintiff is legally entitled to enforce such a promise only if they are a promisee from whom the consideration has moved.A principal consequence of the doctrine of privity is that, at common law, a third party generally has no right to enforce a contract to which they are not a party, even where that contract was entered into by the contracting parties specifically for their benefit and with a common intention among all of them that they should be able to enforce it.  In England & Wales and Northern Ireland, the doctrine has been substantially weakened by the Contracts (Rights of Third Parties) Act 1999, which created a statutory exception to privity, providing, in certain circumstances, third parties the right to enforce terms of contracts to which they are not privy.

"	193
Proportionality_(law)	"Proportionality is a general principle in law which covers several separate (although related) concepts:

The concept of proportionality is used as a criterion of fairness and justice in statutory interpretation processes, especially in constitutional law, as a logical method intended to assist in discerning the correct balance between the restriction imposed by a corrective measure and the severity of the nature of the prohibited act.
Within criminal law, the concept is used to convey the idea that the punishment of an offender should fit the crime.
Under international humanitarian law governing the legal use of force in an armed conflict, proportionality and distinction are important factors in assessing military necessity.
Under the United Kingdom's Civil Procedure Rules, costs must be ""proportionately and reasonably incurred"", or ""proportionate and reasonable in amount"", if they are to form part of a court ruling on costs."	142
Prosecutorial_discretion	"In common law, the principle of prosecutorial discretion allows public prosecutors a wide latitude to decide whether or not to charge a person for a crime, and which charges to file. A similar principle in continental law countries is called the principle of opportunity.
The principle of opportunity is encoded in law in The Netherlands, Germany, Sweden, Slovenia and France. Some similar provisions exist in Belgian law and apparently in Estonian law.   By contrast, in the countries that do not recognise the principle of opportunity, compulsory prosecution applies, and the cancellation of the prosecution of a known felony can itself be considered a felony.

"	104
Purcell_principle	"In United States law, the Purcell principle is the doctrine that courts should not change election rules too close to an election, because of the risk of causing confusion. It is named after Purcell v. Gonzalez, a 2006 case from the U.S. Supreme Court's emergency docket, or shadow docket. It is frequently invoked by the Supreme Court and lower courts to allow elections to proceed under a state's preferred voting requirements, maps, and other rules.The term ""Purcell principle"" was introduced in a 2016 law review article by Richard L. Hasen. It has also appeared in opinions by the justices themselves.

"	100
Qualified_immunity	"In the United States, qualified immunity is a legal principle that grants government officials performing discretionary (optional) functions immunity from lawsuits for damages unless the plaintiff shows that the official violated ""clearly established statutory or constitutional rights of which a reasonable person would have known"". It is a form of sovereign immunity less strict than absolute immunity that is intended to protect officials who ""make reasonable but mistaken judgments about open legal questions"", extending to ""all [officials] but the plainly incompetent or those who knowingly violate the law"". Qualified immunity applies only to government officials in civil litigation, and does not protect the government itself from suits arising from officials' actions.The U.S. Supreme Court first introduced the qualified immunity doctrine in Pierson v. Ray (1967), a case litigated during the height of the civil rights movement. It is stated to have been originally introduced with the rationale of protecting law enforcement officials from frivolous lawsuits and financial liability in cases where they acted in good faith in unclear legal situations."	170
Qui_facit_per_alium_facit_per_se	"Qui facit per alium facit per se (anglicised Late Latin), which means ""He who acts through another does the act himself"", is a fundamental legal maxim of the law of agency. It is a maxim often stated in discussing the liability of employer for the act of employee in terms of vicarious liability.""According to this maxim, if in the nature of things, the master is obliged to perform the duties by employing servants, he is responsible for their act in the same way that he is responsible for his own acts.The maxim is a shortened form of the fuller 18th-century formulation: qui facit per alium, est perinde ac si facit per se ipsum: ""whoever acts through another acts as if he were doing it himself.""
Indirectly, the principle is in action or present in the duty that has been represented by the agent so the duty performed will be seen as the performance of the agent himself. Whatever a principal can do for himself, can be done through an agent. The exception to this maxim would be acts of personal nature.

"	181
Reasonable_doubt	"Beyond (a) reasonable doubt is a legal standard of proof required to validate a criminal conviction in most adversarial legal systems. It is a higher standard of proof than the standard of balance of probabilities (US English: preponderance of the evidence) commonly used in civil cases because the stakes are much higher in a criminal case: a person found guilty can be deprived of liberty, or in extreme cases, life, as well as suffering the collateral consequences and social stigma attached to a conviction. The prosecution is tasked with providing evidence that establishes guilt beyond a reasonable doubt in order to get a conviction; albeit prosecution may fail to complete such task, the trier-of-fact's acceptance that guilt has been proven beyond a reasonable doubt will in theory lead to conviction of the defendant. A failure for the trier-of-fact to accept that the standard of proof of guilt beyond a reasonable doubt has been met thus entitles the accused to an acquittal. This standard of proof is widely accepted in many criminal justice systems, and its origin can be traced to Blackstone's ratio, ""It is better that ten guilty persons escape than that one innocent suffer.""

"	195
Remoteness_in_English_law	"In English law, remoteness between a cause of action and the loss or damage sustained as a result is addressed through a set of rules in both tort and contract, which limit the amount of compensatory damages available for a wrong.
In negligence, the test of causation not only requires that the defendant was the cause in fact, but also requires that the loss or damage sustained by the claimant was not too remote. As with the policy issues in establishing that there was a duty of care and that that duty was breached, remoteness is designed as a further limit on a cause of action to ensure that the liability to pay damages placed on the defendant is done fairly.

"	121
Res_ipsa_loquitur	"Res ipsa loquitur (Latin: ""the thing speaks for itself"") is a doctrine in the common law and Roman-Dutch law jurisdictions under which a court can infer negligence from the very nature of an accident or injury in the absence of direct evidence on how any defendant behaved in the context of tort litigation. Although specific criteria differ by jurisdiction, an action typically must satisfy the following elements of negligence: the existence of a duty of care, breach of appropriate standard of care, causation, and injury. In res ipsa loquitur, the existence of the first three elements is inferred from the existence of injury that does not ordinarily occur without negligence.

"	110
Res_judicata	"Res judicata (RJ) or res iudicata, also known as claim preclusion, is the Latin term for matter decided and refers to either of two concepts in both civil law and common law legal systems: a case in which there has been a final judgment and that is no longer subject to appeal; and the legal doctrine meant to bar (or preclude) relitigation of a claim between the same parties.

In the case of res judicata, the matter cannot be raised again, either in the same court or in a different court. A court will use res judicata to deny reconsideration of a matter.
The doctrine of res judicata is a method of preventing injustice to the parties of a case supposedly finished but perhaps also or mostly a way of avoiding unnecessary waste of judicial resources. Res judicata does not merely prevent future judgments from contradicting earlier ones, but also prevents litigants from multiplying judgments, and confusion."	157
Reverse_doctrine_of_equivalents	"The reverse doctrine of equivalents is a legal doctrine of United States patent law, according to which a device that appears to literally infringe a patent claim, by including elements or limitations that correspond to each element or limitation of the patent claim, nonetheless does not infringe the patent, because the accused device operates on a different principle. That is, ""it performs the same or a similar function in a substantially different way."" It has been said that ""the purpose of the 'reverse' doctrine is to prevent unwarranted extension of the claims beyond a fair scope of the patentee's invention.""

"	100
Safe_harbor_(law)	"A safe harbor is a provision of a statute or a regulation that specifies that certain conduct will be deemed not to violate a given rule.  It is usually found in connection with a more-vague, overall standard.  By contrast, ""unsafe harbors"" describe conduct that will be deemed to violate the rule.
For example, in the context of a statute that requires drivers to ""not drive recklessly"", a clause specifying that ""driving under 25 miles per hour will be conclusively deemed not to constitute reckless driving"" is a ""safe harbor"".  Likewise, a clause saying that ""driving over 90 miles per hour will be conclusively deemed to constitute reckless driving"" would be an ""unsafe harbor"".  In this example, driving between 25 miles per hour and 90 miles per hour would fall outside of either a safe harbor or an unsafe harbor, and would thus be left to be judged according to the vague ""reckless"" standard.

"	153
Spider_in_the_web_doctrine	"The spider in the web doctrine is a legal doctrine in Dutch patent law governing cross-border injunctions in patent infringement cases.  Under this doctrine, the Dutch courts would assume jurisdiction only in cases where the main defendant (the ""spider"") was located in the Netherlands and where the other defendants were part of a group of companies and acted based on a common business policy of this group (the ""web""), regardless of the nation in which the disputed patent was issued.
Decisions by the European Court of Justice (ECJ) have cast some doubt on the continuing validity of this doctrine.  This is due in part to the fact that the ECJ did not feel that Dutch courts were competent to make predictions or judgments about the validity of patents granted outside the Netherlands, preferring to grant jurisdiction to the countries in which the patent was granted."	145
Substance_over_form	"Substance over form is an accounting principle used ""to ensure that financial statements give a complete, relevant, and accurate picture of transactions and events"". If an entity practices the 'substance over form' concept, then the financial statements will convey the overall financial reality of the entity (economic substance), rather than simply reporting the legal record of transactions (form). In accounting for business transactions and other events, the measurement and reporting is for the economic impact of an event, instead of its legal form. Substance over form is critical for reliable financial reporting. It is particularly relevant in cases of revenue recognition, sale and purchase agreements, etc. The key point of the concept is that a transaction should not be recorded in such a manner as to hide the true intent of the transaction, which would mislead the readers of a company's financial statements.

"	143
Substantial_certainty_doctrine	"In law, the substantial certainty doctrine is the assumption of intent even if the actor did not intend the result, but knew with substantial certainty the effect would occur as a result of his action. The doctrine can be used by courts as a test to determine whether or not a defendant committed a tort. For example, in Garratt v. Dailey (1955), the Washington Supreme Court remanded a case back to the lower courts to determine whether or not the five year-old defendant ""knew with substantial certainty that the plaintiff would attempt to sit down where the chair which he moved had been.""

"	103
Sufficient_similarity	"Sufficient similarity is a 20th-century para-legal concept used in the chemical industry for toxicological studies. The term was first employed in a restricted sense to assess surrogacy of chemical mixtures by the EPA, and has descended from there into the scientific argot.The concept is somewhat nebulous, and statistics are involved. A group of America researchers in 2018 posed themselves the question how similar must a product be in order to be well-represented by the tested reference sample? Because the concept was derived from the EPA, chemical similarity and biological similarity are equally important. The concept is employed ""so that safety data from the tested reference can be applied to untested materials,"" because ""when toxicity data are not available for a chemical mixture of concern, US EPA guidelines allow risk assessment to be based on data for a surrogate mixture considered “sufficiently similar” in terms of chemical composition and component proportions.""

"	150
Tolling_(law)	"Tolling is a legal doctrine that allows for the pausing or delaying of the running of the period of time set forth by a statute of limitations, such that a lawsuit may potentially be filed even after the statute of limitations has run. Although grounds for tolling the statute of limitations vary by jurisdiction, common grounds include:
The plaintiff was a minor at the time a cause of action accrued.
The plaintiff has been deemed mentally incompetent.
The plaintiff has been convicted of a felony and is imprisoned.
The defendant has filed a bankruptcy case triggering a stay of other lawsuits.
The defendant is not physically within a certain jurisdiction (state or country).
The parties were engaged in good-faith negotiations to resolve a dispute without litigation when the statute of limitations expired.Tolling may occur under a statute that specifically provides for the tolling of the statute of limitations during specified circumstances. It may also take the form of equitable tolling, where the court applies common law principles of equity to extend the time for the filing of a document.

"	179
Transnational_child_protection	"Transnational child protection refers to the protection of children from violence, exploitation, abuse and neglect in an international setting. When a non-national child comes into contact with public authorities and service providers, a series of checks, assessments and immediate measures sets in to identify the child and to assess her or his situation. Article 19 of the UN Convention on the Rights of the Child provides for the protection of children in and out of the home, including in their country of origin, residence or a third country. Article 2 of the Convention provides for the right to non-discrimination, meaning children have the right to protection regardless of the national origin or status of the child or his or her parents or legal guardians.
A child may become party to a transnational child protection case because of a need for protection, including: due to international adoption, being born to parents with different or multiple nationalities, being born in a different country than either parent's nationality, and migrating or being trafficked. Being an unaccompanied or separated minor comes with particular challenges.

"	180
Unaccompanied_minor	"An unaccompanied minor (sometimes ""unaccompanied child"" or ""separated child"") is a child without the presence of a legal guardian.
The UN Committee on the Rights of the Child defines unaccompanied minors and unaccompanied children as those ""who have been separated from both parents and other relatives and are not being cared for by an adult who, by law or custom, is responsible for doing so."" The Committee defines separated children as those ""who have been separated from both parents, or from their previous legal or customary primary care-giver, but not necessarily from other relatives. These may, therefore, include children accompanied by other adult family members.""

"	105
Unconscionability	Unconscionability (sometimes known as unconscionable dealing/conduct in Australia) is a doctrine in contract law that describes terms that are so extremely unjust, or overwhelmingly one-sided in favor of the party who has the superior bargaining power, that they are contrary to good conscience.  Typically, an unconscionable contract is held to be unenforceable because no reasonable or informed person would otherwise agree to it. The perpetrator of the conduct is not allowed to benefit, because the consideration offered is lacking, or is so obviously inadequate, that to enforce the contract would be unfair to the party seeking to escape the contract.	100
Undue_hardship	"An undue hardship is an American legal term referring to special or specified circumstances that partially or fully exempt a person or organization from performance of a legal obligation so as to avoid an unreasonable or disproportionate burden or obstacle.For example, employers are required to provide a reasonable accommodation to qualified individuals with disabilities, but when an accommodation becomes too taxing on the organization it is classified as an undue hardship and is no longer required.  
These hardships include the nature and cost of the accommodation in relation to the size, resources, nature, and structure of the employer's operation. In the religious exemption context, undue burden is separately defined as anything ""more than de minimus"", as opposed to onerous or costly burdens.

"	122
United_States_v._American_Bell_Telephone_Co.	"United States v. Bell Telephone Co., 167 U.S. 224 (1897), is an 1897 decision of the United States Supreme Court that held that the United States lacked standing to challenge the validity of its issued patents “on the mere ground of error of judgment” in issuing them. The United States had standing to seek to invalidate patents, however, on grounds of fraudulent procurement and also as a defense to a charge of patent infringement. The decision operated for many decades as a bar to government efforts to seek invalidation of patents that it considered spurious until the Supreme Court limited Bell Telephone, first to a limited extent in United States v. United States Gypsum Co., and then more broadly in United States v. Glaxo Group Ltd.

"	126
Valid_when_made	"Valid when made (also sometimes valid-when-made) is a United States legal doctrine that holds that the terms of a loan, if legally valid when the loan was made, remain valid after the loan is sold or assigned to a third party. Historically, the doctrine has often been applied to loans made by national banks and then transferred to secondary lenders. Under this doctrine, debt buyers may purchase loans from national banks and collect interest at the same rate as the original lender, regardless of the usury laws of the state they operate in.
The doctrine entered common law during the 19th century and was codified in a final rule by the Office of the Comptroller of the Currency in 2020.

"	120
Vicarious_liability	"Vicarious liability is a form of a  strict, secondary liability that arises under the common law doctrine of agency, respondeat superior, the responsibility of the superior for the acts of their subordinate or, in a broader sense, the responsibility of any third party that had the ""right, ability or duty to control"" the activities of a violator. It can be distinguished from contributory liability, another form of secondary liability, which is rooted in the tort theory of enterprise liability because, unlike contributory infringement, knowledge is not an element of vicarious liability. The law has developed the view that some relationships by their nature require the person who engages others to accept responsibility for the wrongdoing of those others. The most important such relationship for practical purposes is that of employer and employee."	132
Volenti_non_fit_injuria	"Volenti non fit iniuria (or injuria) (Latin: ""to a willing person, injury is not done"") is a common law doctrine which states that if someone willingly places themselves in a position where harm might result, knowing that some degree of harm might result, they are not able to bring a claim against the other party in tort or delict. Volenti applies only to the risk which a reasonable person would consider them as having assumed by their actions; thus a boxer consents to being hit, and to the injuries that might be expected from being hit, but does not consent to (for example) his opponent striking him with an iron bar, or punching him outside the usual terms of boxing.  Volenti is also known as a ""voluntary assumption of risk"".
Volenti is sometimes described as the plaintiff ""consenting to run a risk"". In this context, volenti can be distinguished from legal consent in that the latter can prevent some torts arising in the first place. For example, consent to a medical procedure prevents the procedure from being a trespass to the person, or consenting to a person visiting one's land prevents them from being a trespasser.

"	196
Wrongdoing	"A wrong (from Old English wrang – 'crooked') is an act that is illegal or immoral. Legal wrongs are usually quite clearly defined in the law of a state or jurisdiction. They can be divided into civil wrongs and crimes (or criminal offenses) in common law countries, while civil law countries tend to have some additional categories, such as contraventions.
Moral wrong is an underlying concept for legal wrong. Some moral wrongs are punishable by law, for example, rape or murder. Other moral wrongs have nothing to do with law, but are related to unethical behaviours. On the other hand, some legal wrongs, such as many types of parking offences, could hardly be classified as moral wrongs."	117
